tutorial,id,name,school,gender,cgpa,team
,,Vera Smith,MSE,Female,4.02,392
,,Dallas Liu,NIE,Male,4.05,393
,,Miyuki Takeda,CoB (NBS),Female,4.11,393
,,Wyatt Cheung,CCDS,Male,4.22,393
,,Bella Wong,SSS,Female,4.03,393
,,Ying Xue,MSE,Female,4.02,393
,,Hannah Sanders,CCDS,Female,4.2,394
,,Fang Hong,ASE,Female,4.11,394
,,Yuri Sokolov,WKW SCI,Male,4.17,394
,,Bella Lee,NIE,Female,4.03,394
,,Joanna Tan,CEE,Female,4.02,394
,,Aria Murphy,CCEB,Female,4.2,395
,,Lola Wong,SoH,Female,4.11,395
,,Jaxon Wood,SPMS,Male,4.22,395
,,Kavya Sharma,CCDS,Female,4.08,395
,,Sana Tan,EEE,Female,4.02,395
,,Kerry Lim,CCEB,Female,4.01,396
,,Savannah Torres,CCEB,Female,4.2,396
,,Linda Wong,SSS,Female,4.11,396
,,Rhett Chen,CCEB,Male,4.22,396
,,Saki Nishimura,CoB (NBS),Female,4.03,396
,,Caiyun,CoE,Male,3.91,397
,,Nguyen Hoang Long,NIE,Male,4.05,397
,,Zain Ali,CoB (NBS),Female,4.11,397
,,Farooq Khan,SPMS,Male,4.22,397
,,Chloe Brown,SSS,Female,4.03,397
,,Tae-Soo Kim,WKW SCI,Male,4.05,398
,,Kieran Harris,MAE,Male,3.91,398
,,Jessica Martinez,CoB (NBS),Female,4.11,398
,,Joseph Lee,CEE,Male,4.22,398
,,Megan Lewis,SSS,Female,4.03,398
,,Naina Gupta,CCEB,Female,4.2,399
,,Layla Fisher,SBS,Female,4.01,399
,,Ping Zhang,SoH,Female,4.11,399
,,Julian Carter,SBS,Male,4.22,399
,,Lila Martinez,CCEB,Female,4.08,399
,,Margaret Li,CCEB,Female,4.2,400
,,Gabriella Dela Cruz,MAE,Female,4.01,400
,,Moxie Lin,CoB (NBS),Female,4.11,400
,,Xue Ying,WKW SCI,Male,4.17,400
,,Anjali Desai,CoB (NBS),Female,4.03,400
,,Danty Susanto,NIE,Male,4.05,401
,,Megan Zhao,MAE,Female,4.01,401
,,Asha Binti,CoB (NBS),Female,4.11,401
,,Adrian Liu,CCDS,Male,4.22,401
,,Aiko Tanaka,SSS,Female,4.03,401
,,Tatum Flores,EEE,Female,4.2,402
,,Gracelyn Dela Cruz,SSS,Female,3.96,402
,,Yani Tan,LKCMedicine,Female,4.11,402
,,Jackson Mitchell,SoH,Male,4.17,402
,,Sofia Martinez,CCDS,Female,4.08,402
,,Tao Liu,ADM,Male,4.05,403
,,Renee Lee,CCEB,Female,4.01,403
,,Lin Yi,SoH,Female,4.11,403
,,Luna Long,SSS,Female,4.03,403
,,Milo Liu,CCEB,Male,4.22,403
,,Sophie Cheung,MAE,Female,4.2,404
,,Ophelia Santos,CCDS,Female,4.01,404
,,Saba Qureshi,SoH,Female,4.11,404
,,Ellie Russell,MSE,Female,4.08,404
,,Tristan Li,CCDS,Male,4.22,404
,,Nurul Aini Binti Ahmad,SPMS,Female,4.2,405
,,Tara Kumar,EEE,Female,4.01,405
,,Faye Wong,LKCMedicine,Female,4.11,405
,,Ella Tsai,SSS,Female,4.03,405
,,Nguyen Van Son,CoE,Male,4.22,405
,,Ananya Singh,MAE,Female,4.2,406
,,Ashlyn Wu,CCEB,Female,4.01,406
,,Nadia Wong,SSS,Female,4.11,406
,,Elle Li,CoB (NBS),Female,4.03,406
,,Quinn Yang,SPMS,Male,4.22,406
,,Chloe Turner,CEE,Female,4.01,407
,,Zora Villanueva,CoB (NBS),Female,4.11,407
,,Akiko Matsuda,CoB (NBS),Female,4.03,407
,,Brian Yang,EEE,Male,4.22,407
,,Karla Bautista,SSS,Female,4.15,407
,,Tae-Jin Kim,MAE,Male,3.91,408
,,Sofia Khanna,MAE,Female,4.01,408
,,Tatiana Morozova,SoH,Female,4.11,408
,,Tariq Ahmed,NIE,Male,4.17,408
,,Ronghua,NIE,Female,4.15,408
,,Anu Iyer,CCDS,Female,4.01,409
,,Nurul Aini,CCEB,Female,4.01,409
,,Ananya Kapoor,SSS,Female,4.11,409
,,Aarav Desai,WKW SCI,Male,4.17,409
,,Megan Tan,SSS,Female,4.15,409
,,Mira Tan,CCDS,Female,4.08,410
,,Nikita Patel,SoH,Female,4.03,410
,,Bethany Wang,SoH,Female,4.11,410
,,James Griffin,CCEB,Male,4.22,410
,,Anum Iqbal,CoB (NBS),Female,4.15,410
,,Yasmin Naeem,CoE,Female,4.08,411
,,Chloe Lim,SSS,Female,4.03,411
,,Shanaya Rao,ADM,Female,4.11,411
,,Jin Zhi,CEE,Male,4.22,411
,,Zainab Binti Musa,CoB (NBS),Female,4.15,411
,,Aaliyah Brooks,CCEB,Female,4.01,412
,,Hannah Green,SPMS,Female,4.08,412
,,Emily Ng,NIE,Female,4.11,412
,,Ravi Deshmukh,CoE,Male,4.22,412
,,Ha Tran,SSS,Female,4.15,412
,,Freya Li,EEE,Female,4.01,413
,,Meera Choudhury,CoB (NBS),Female,4.03,413
,,Vincent Lam,EEE,Male,4.22,413
,,Li Mei,SSS,Female,4.11,413
,,Sonia Lee,SoH,Female,4.15,413
,,Felicity Morgan,CCDS,Female,4.01,414
,,Amina Khan,CoB (NBS),Female,4.03,414
,,Kaito Takahashi,EEE,Male,4.22,414
,,Bess Parker,SoH,Female,4.11,414
,,Na Li,CoB (NBS),Female,4.15,414
,,Zachary Garcia,MAE,Male,3.91,415
,,Fatimah Omar,SoH,Female,4.03,415
,,Samuel Zhao,MAE,Male,4.22,415
,,Averie Lin,CoB (NBS),Female,4.11,415
,,Adeline Ng,NIE,Female,4.15,415
,,Ursula Cruz,MAE,Female,4.01,416
,,Asha Kakade,MAE,Female,4.08,416
,,Santiago Garcia,SoH,Male,4.17,416
,,Vera Ong,CoB (NBS),Female,4.15,416
,,Madeline Wu,SSS,Female,4.11,416
,,Jia Li,SoH,Male,3.86,417
,,Fay Wong,EEE,Female,4.08,417
,,Suresh Pillai,EEE,Male,4.22,417
,,Gita Kristina,SSS,Female,4.15,417
,,Natalia Wong,ADM,Female,4.11,417
,,Ajay Verma,CoB (NBS),Male,4.01,418
,,Ayushi Gupta,SBS,Female,4.01,418
,,Becky Adams,ADM,Female,4.03,418
,,Maliha Khan,SSS,Female,4.15,418
,,Dante Tan,EEE,Male,4.22,418
,,Riku Takeda,WKW SCI,Male,4.01,419
,,Arunachalam Devi,CCEB,Female,4.01,419
,,Yasmin Wong,CoB (NBS),Female,4.03,419
,,Mei Hong Tan,SSS,Female,4.15,419
,,Amir Ali,EEE,Male,4.22,419
,,Haruki Suzuki,CoB (NBS),Male,4.01,420
,,Aadhya Sharma,CCDS,Female,4.01,420
,,Zara Kumar,CCDS,Female,4.08,420
,,Sabrina Binti Mohd,SSS,Female,4.15,420
,,Oliver Chen,NIE,Male,4.17,420
,,Vincent Wong,CoB (NBS),Male,4.01,421
,,Carmen Lee,SSS,Female,3.96,421
,,Tanvi Joshi,EEE,Female,4.08,421
,,Baodong,CoB (NBS),Female,4.15,421
,,Quin Tsang,CCEB,Male,4.22,421
,,William Lim,CoB (NBS),Male,4.01,422
,,Lila Zhao,CCDS,Female,4.01,422
,,Xiaoyu Zhang,CoB (NBS),Female,4.03,422
,,Alena Chang,LKCMedicine,Female,4.15,422
,,Tobias Li,CCDS,Male,4.22,422
,,Eric Wong,SSS,Male,4.01,423
,,Brielle Lin,SBS,Female,4.01,423
,,Oksana Sergeyevna,EEE,Female,4.01,423
,,Xena Santiago,SSS,Female,4.15,423
,,Carter Liu,CoB (NBS),Male,4.17,423
,,Gage Yang,NIE,Male,4.01,424
,,Natalie Ramirez,CCDS,Female,4.01,424
,,Aria Cook,CCDS,Female,4.01,424
,,Zara Amalia,CoB (NBS),Female,4.15,424
,,Christopher Martinez,SSS,Male,4.17,424
,,Ritika Patel,SBS,Female,4.16,425
,,Emily Turner,CCEB,Female,4.08,425
,,Krisha Malhotra,SSS,Female,4.03,425
,,Fauziah Binti Ahmad,SoH,Female,4.15,425
,,Gage Fisher,CCDS,Male,4.22,425
,,Vikram Joshi,CoB (NBS),Male,4.01,426
,,Sienna Zhang,SSS,Female,4.27,426
,,Nora Wu,CEE,Female,4.01,426
,,Nisha Singh,CoE,Female,4.01,426
,,Tsubasa Takahashi,SSS,Female,4.15,426
,,Nathan Diaz,WKW SCI,Male,4.01,427
,,Zara Bennett,CoB (NBS),Female,4.27,427
,,Zachary Price,CCDS,Male,3.91,427
,,Elaine Lim,CCDS,Female,4.08,427
,,Crystal Lim,CoB (NBS),Female,4.15,427
,,Hikaru Tanaka,NIE,Male,4.01,428
,,Evelyn Green,LKCMedicine,Female,4.27,428
,,Qing Li,CCEB,Female,4.01,428
,,Aisha Chen,CCEB,Female,4.08,428
,,Ivy Ong,CoB (NBS),Female,4.15,428
,,Xiangqi,SSS,Male,4.01,429
,,Poppy Smith,CoB (NBS),Female,4.27,429
,,Ananya Nair,MAE,Female,4.01,429
,,Anjali Rao,EEE,Female,4.01,429
,,Sofia Perez,SoH,Female,4.15,429
,,Luca Wong,SoH,Male,4.01,430
,,Sabrina Wong,CCEB,Female,4.01,430
,,Sonali Singh,SSS,Female,4.27,430
,,Maddox Hughes,CCDS,Female,4.08,430
,,Aifang,SSS,Female,4.15,430
,,Tessa Lee,MSE,Female,4.16,431
,,Fedor Baranov,CoE,Male,3.91,431
,,Eleanor Morales,CoB (NBS),Female,4.03,431
,,Jing Yu,CoB (NBS),Female,4.27,431
,,Vika Rahmadani,CoB (NBS),Female,4.15,431
,,Gavin Zhao,LKCMedicine,Male,4.01,432
,,Hao Chen,CEE,Female,4.01,432
,,Rhea Verma,EEE,Female,4.01,432
,,Wenyi,SSS,Female,4.15,432
,,Simran Bhatia,WKW SCI,Female,4.27,432
,,Nikhil Reddy,CoB (NBS),Male,4.01,433
,,Fiona Garcia,CEE,Female,4.01,433
,,Jessica Liu,CCEB,Female,4.01,433
,,Savannah Chen,SoH,Female,4.15,433
,,Nian Zhang,SoH,Female,4.27,433
,,Nadia Iqbal,CCEB,Female,4.16,434
,,Chloe Young,SSS,Female,4.03,434
,,Chris Young,CCDS,Male,3.91,434
,,Zhenyu,SoH,Female,4.15,434
,,Maya Hughes,ASE,Female,4.27,434
,,Nisha Das,CoB (NBS),Female,4.26,435
,,Quinn Lee,SoH,Male,4.01,435
,,Farah Ali,CCDS,Female,4.01,435
,,Mai Ngo,SBS,Female,4.01,435
,,Isabella Torres,SSS,Female,4.15,435
,,Asher Nelson,SPMS,Male,4.21,436
,,Ayush Desai,CoB (NBS),Male,4.01,436
,,Riley Yang,LKCMedicine,Female,4.03,436
,,Olive Li,CCDS,Female,4.01,436
,,Lexi Zhao,CoB (NBS),Female,4.15,436
,,Yong Hui,MAE,Male,4.21,437
,,Chloe Collins,EEE,Female,4.16,437
,,Ava Martinez,CCDS,Female,4.08,437
,,Xing Li,SSS,Female,4.03,437
,,Charlotte Zhang,SSS,Female,4.15,437
,,Eamon Liu,NIE,Male,4.16,438
,,Joseph Lee,CoB (NBS),Male,4.01,438
,,Siti Khadijah,MSE,Female,4.01,438
,,Sanya Rao,CCEB,Female,4.01,438
,,Wei Lin,LKCMedicine,Female,4.15,438
,,Nash Tan,CCDS,Male,4.21,439
,,Rhea Mehta,MAE,Female,4.16,439
,,Cathy Ng,MAE,Female,4.08,439
,,Molly Chen,SSS,Female,4.03,439
,,Miranda Wang,ADM,Female,4.15,439
,,Truong Van Hoang,CCDS,Male,4.21,440
,,Vincent Lopez,WKW SCI,Male,4.01,440
,,Savannah Scott,SoH,Female,4.03,440
,,Wendy Chan,MSE,Female,4.01,440
,,Emma Wang,LKCMedicine,Female,4.15,440
,,Lance Alvarado,NIE,Male,4.16,441
,,Oliver Li,CoB (NBS),Male,4.01,441
,,Pooja Bhatt,CCEB,Female,4.08,441
,,Daphne Kwan,SoH,Female,4.15,441
,,Nora Simmons,SBS,Female,4.01,441
,,Huang Feng,EEE,Male,4.21,442
,,Elijah Wong,SSS,Male,4.01,442
,,Ruby Chow,SSS,Female,4.03,442
,,Gina Permata,SoH,Female,4.15,442
,,Addison Cooper,EEE,Female,4.01,442
,,Ankit Joshi,SoH,Male,3.86,443
,,Piper Rivera,SoH,Female,4.26,443
,,Jessica Lim,MSE,Female,4.16,443
,,Nisha Kaur,MAE,Female,4.08,443
,,Sarah Taylor,LKCMedicine,Female,4.15,443
,,Landon Parker,SoH,Male,4.16,444
,,Sergey Fedorov,LKCMedicine,Male,4.01,444
,,Lisa Yang,EEE,Female,4.08,444
,,Lillian Kelly,CoB (NBS),Female,4.15,444
,,Sofia Ng,MAE,Female,4.01,444
,,Yang Chen,CoB (NBS),Male,4.01,445
,,Amira Khan,MAE,Female,4.08,445
,,Jett Chen,CoB (NBS),Male,4.16,445
,,Yasmin Rahmadani,ADM,Female,4.15,445
,,Saanvi Sharma,MSE,Female,4.01,445
,,Lily Li,CoE,Female,4.08,446
,,Tran Thi Phuong,EEE,Female,4.16,446
,,Ulysses Ramos,CCDS,Male,4.21,446
,,Jaya Kapoor,CoB (NBS),Female,4.15,446
,,Laila Khan,SSS,Female,4.03,446
,,Maya Sarin,CoB (NBS),Female,4.03,447
,,Emiko Takahashi,SSS,Female,4.26,447
,,Fatimah Abdullah,CoB (NBS),Female,4.15,447
,,Ruby Kwan,SBS,Female,4.16,447
,,Hiroki Fujimoto,MSE,Male,3.91,447
,,Vera Nikitina,SSS,Female,4.15,448
,,Matthew Scott,CoB (NBS),Male,4.16,448
,,Santiago De Leon,SSS,Male,4.01,448
,,Stella James,EEE,Female,4.01,448
,,Cleo Tan,SBS,Female,4.01,448
,,Layla Price,ADM,Female,4.15,449
,,Nozomi Takahashi,CoB (NBS),Female,4.26,449
,,Jacob Parker,SoH,Male,4.01,449
,,Sophia Patel,CCDS,Female,4.01,449
,,Hannah Rodriguez,SPMS,Female,4.01,449
,,Riya Desai,EEE,Female,4.08,450
,,Aditi Suresh,CoB (NBS),Female,4.03,450
,,Nora Tan,CoB (NBS),Female,4.15,450
,,Desmond Tan,SBS,Male,4.21,450
,,Rebecca Tan,MAE,Female,4.16,450
,,Carmen Lim,CoB (NBS),Female,4.15,451
,,Tae-Woo Lee,CoB (NBS),Male,4.16,451
,,Daniel Hall,CoB (NBS),Male,4.01,451
,,Yumiko Takeda,EEE,Female,4.01,451
,,Ava Li,MAE,Female,4.01,451
,,Autumn Diaz,WKW SCI,Female,4.03,452
,,Nadia Noor,CoB (NBS),Female,4.03,452
,,Minnie Zhang,SSS,Female,4.15,452
,,Quincy Turner,MAE,Male,4.21,452
,,Samantha Taylor,CoE,Female,4.16,452
,,Chloe Wilson,MSE,Female,4.08,453
,,Hannah Lim,CoB (NBS),Female,4.03,453
,,Lola Lee,SoH,Female,4.15,453
,,Caleb White,CoB (NBS),Male,4.16,453
,,Yuki Tan,CCEB,Female,4.16,453
,,Sylvia Liu,SoH,Female,4.03,454
,,Fengxiu,SoH,Female,4.15,454
,,Dylan Kim,CoB (NBS),Male,4.16,454
,,Emily Davis,CCEB,Female,4.16,454
,,Diana Tan,CCDS,Female,4.01,454
,,Rhea Reddy,SoH,Female,4.15,455
,,Arun Nair,LKCMedicine,Male,4.16,455
,,Rishi Sharma,WKW SCI,Male,4.01,455
,,Uy Nguyen,CCEB,Female,4.01,455
,,Yale Cruz,EEE,Male,3.91,455
,,Nguyen Thi Phuong,NIE,Female,4.03,456
,,Gita Saputra,WKW SCI,Female,4.15,456
,,Jay Lim,CCEB,Male,4.21,456
,,Kendall Yang,NIE,Male,4.01,456
,,Jaya Singh,MAE,Female,4.01,456
,,Angela Zhang,CCEB,Female,4.08,457
,,Nadia Cahyani,SSS,Female,4.15,457
,,Nolan Reyes,SSS,Male,4.16,457
,,Ryo Tanaka,WKW SCI,Male,4.01,457
,,Kieu Nguyen,CCDS,Female,4.01,457
,,Anjali Tan,ADM,Female,4.15,458
,,Nathan Ong,CoB (NBS),Male,4.16,458
,,Zhou Min,SoH,Male,4.01,458
,,Lila Young,CCEB,Female,4.01,458
,,Maya Ramirez,SBS,Female,4.01,458
,,Isha Tan,LKCMedicine,Female,4.03,459
,,Mia Clark,SSS,Female,4.03,459
,,Akira Yoshida,CoB (NBS),Female,4.15,459
,,Ray Tan,SBS,Male,4.21,459
,,Cynthia Lee,SPMS,Female,4.16,459
,,Riya Yadav,ADM,Female,4.03,460
,,Shafika Binti Mohd,SSS,Female,4.15,460
,,Chase Rivera,EEE,Male,4.21,460
,,Sameer Khan,CoB (NBS),Male,4.01,460
,,Victoria Parker,CCDS,Female,4.01,460
,,Ling Zhang,CCDS,Female,4.08,461
,,Tanya Sharma,ASE,Female,4.03,461
,,Victoria Sanchez,ADM,Female,4.15,461
,,Mason Reed,MAE,Male,4.21,461
,,Ahmad Bin Zakaria,SSS,Male,4.01,461
,,Mila Sanchez,EEE,Female,4.08,462
,,Zahra Nabila,SSS,Female,4.15,462
,,Ava Harris,CoB (NBS),Female,4.03,462
,,Arjun Mehta,EEE,Male,4.21,462
,,Serena Wong,MAE,Female,4.16,462
,,Emma Lee,SSS,Female,4.03,463
,,Sophia Koh,ADM,Female,4.15,463
,,Ethan Taylor,CEE,Male,4.21,463
,,Callie Lin,CEE,Female,4.01,463
,,Kiran Rao,SoH,Male,4.01,463
,,Nguyen Thi Thanh,MAE,Female,4.08,464
,,Mira Lin,CoB (NBS),Female,4.15,464
,,Rakesh Pillai,ADM,Male,3.86,464
,,Cassandra Reyes,SSS,Female,4.26,464
,,Eun-Ji Lee,MSE,Female,4.16,464
,,Cheng Zhang,CCDS,Female,4.08,465
,,Zara Lim,SSS,Female,4.15,465
,,Zainab Ali,ASE,Female,4.03,465
,,Dong-Soo Lee,CCDS,Male,4.21,465
,,Jacob Parker,WKW SCI,Male,4.01,465
,,Saki Watanabe,SSS,Female,4.15,466
,,Tara Chen,WKW SCI,Female,4.26,466
,,Hannah Martinez,MAE,Female,4.01,466
,,Tiantian Liu,SPMS,Female,4.01,466
,,Marcus Green,SoH,Male,4.01,466
,,Sophia Moore,ADM,Female,4.03,467
,,Emily Harris,CoB (NBS),Female,4.15,467
,,Mikhail Ivanov,CCEB,Male,4.21,467
,,Samantha Teo,MAE,Female,4.01,467
,,Evan Parker,CoB (NBS),Male,4.01,467
,,Madison Bailey,SSS,Female,4.03,468
,,Sonia Iyer,NIE,Female,4.03,468
,,Huiqin,SoH,Female,4.15,468
,,Rahul Kumar,EEE,Male,4.21,468
,,Rani Devi,CCEB,Female,4.16,468
,,Lily Scott,ADM,Female,4.03,469
,,Lan Liu,SSS,Female,4.15,469
,,Tania Sinha,CoE,Female,4.01,469
,,Hao Wu,ASE,Male,4.16,469
,,Ella Lewis,SBS,Female,4.16,469
,,Sherry Tan,ADM,Female,4.15,470
,,Olive Green,CCEB,Female,4.01,470
,,Mia Morgan,CEE,Female,4.01,470
,,Lara Chen,SoH,Female,4.26,470
,,Liam Zhao,SoH,Male,4.01,470
,,Nora Alia,SPMS,Female,4.08,471
,,Manisha Gupta,ADM,Female,4.15,471
,,Evan Lewis,NIE,Male,3.86,471
,,Rani Patel,SSS,Female,4.26,471
,,Sienna Lin,SBS,Female,4.16,471
,,Alaina Chang,SSS,Female,4.15,472
,,Avery Robinson,CCEB,Female,4.01,472
,,Farah Lim,CCEB,Female,4.01,472
,,Jacob Davis,WKW SCI,Male,4.16,472
,,Arif Hussain,SoH,Male,4.01,472
,,Nina Zhao,WKW SCI,Female,4.15,473
,,Malia Tan,CEE,Female,4.08,473
,,Isabella Moore,CCEB,Female,4.01,473
,,Aiko Suzuki,ADM,Female,4.26,473
,,Jaden Dela Cruz,SSS,Male,4.01,473
,,Jingyi,SSS,Female,4.15,474
,,Ananya Roy,MAE,Female,4.08,474
,,Chloe Hu,CoB (NBS),Female,4.03,474
,,Xander Yip,EEE,Male,4.21,474
,,Ayesha Siddiqui,CCEB,Female,4.16,474
,,Nisha Bansal,SSS,Female,4.15,475
,,Sadie Wang,EEE,Female,4.01,475
,,Emma Bryant,CEE,Female,4.01,475
,,Bella Ramirez,CoB (NBS),Female,4.26,475
,,Hassan Shah,WKW SCI,Male,4.01,475
,,Lucas Walker,MAE,Male,4.06,476
,,Cora Zhang,CoB (NBS),Female,4.15,476
,,Yumi Tanaka,ASE,Female,4.03,476
,,Amara Siti,SSS,Female,4.03,476
,,Siddharth Mehta,CCDS,Male,4.21,476
,,Ming Zhang,CCDS,Male,4.06,477
,,Gina Lau,CoB (NBS),Female,4.15,477
,,Emily Johnson,SoH,Female,4.03,477
,,Kavita Joshi,CCDS,Female,4.01,477
,,Lian Chen,SSS,Female,4.26,477
,,Anthony Liu,WKW SCI,Male,4.15,478
,,Mohit Desai,EEE,Male,4.06,478
,,Kiran Farooq,WKW SCI,Female,4.15,478
,,Min-Ji Park,SoH,Female,4.03,478
,,Sahar Jamil,EEE,Female,4.01,478
,,Omer Ahmed,EEE,Male,4.06,479
,,Isaiah Scott,SoH,Male,4.15,479
,,Margarita Sokolova,SSS,Female,4.03,479
,,Sophie Zhang,CCEB,Female,4.01,479
,,Nobu Yamamoto,WKW SCI,Male,4.06,479
,,Benjamin Turner,SBS,Male,4.06,480
,,Siti Maryam,CoB (NBS),Female,4.03,480
,,Ethan Taylor,SSS,Male,4.15,480
,,Layla Moore,CCEB,Female,4.01,480
,,Alexander Mitchell,CoB (NBS),Male,4.06,480
,,Nina Bennett,CCEB,Female,4.08,481
,,Jordan Chen,EEE,Male,4.06,481
,,Waleed Malik,ASE,Male,4.15,481
,,Nurul Izzah,SSS,Female,4.03,481
,,Nguyen Minh Hoang,SoH,Male,4.06,481
,,Isabella Thompson,CoB (NBS),Female,4.03,482
,,Saad Javed,ADM,Male,4.15,482
,,Trung Le,CEE,Male,4.06,482
,,Ryota Yamada,CoB (NBS),Male,4.06,482
,,Chloe Hall,CCEB,Female,4.01,482
,,Grace Turner,CCDS,Female,4.08,483
,,Hugo Long,CoE,Male,4.06,483
,,Gideon Green,SoH,Male,4.15,483
,,Neha Desai,SSS,Female,4.03,483
,,Marc Cheung,SoH,Male,4.06,483
,,Zeeshan Ahmed,CCEB,Male,4.06,484
,,Thomas Harris,SoH,Male,4.15,484
,,Leela Menon,SSS,Female,4.03,484
,,Preston Davis,WKW SCI,Male,4.06,484
,,Qiao Min,EEE,Female,4.01,484
,,Arun Singh,EEE,Male,4.06,485
,,Sanjay Kapoor,NIE,Male,4.15,485
,,Jack Huang,ADM,Male,4.06,485
,,Jing Chen,EEE,Female,4.01,485
,,Jessica Tan,CoB (NBS),Female,4.04,485
,,Anthony Liu,EEE,Male,4.06,486
,,Oscar Lee,SSS,Male,4.15,486
,,Paul Chan,SoH,Male,4.06,486
,,Hannah Morris,SPMS,Female,4.01,486
,,Zara Noor,ADM,Female,4.04,486
,,Nash Tan,CEE,Male,4.06,487
,,Azman bin Rahman,ASE,Male,4.15,487
,,Eli Chen,ASE,Male,4.06,487
,,Nan Liu,NIE,Female,4.04,487
,,Jasmine Wong,MAE,Female,4.01,487
,,Chen Yu,EEE,Male,4.06,488
,,Mukesh Kumar,CoB (NBS),Male,4.15,488
,,Ivy Chan,CoB (NBS),Female,3.96,488
,,Tariq Iqbal,CoB (NBS),Male,4.06,488
,,Layla Alvi,SBS,Female,4.09,488
,,Leonardo Thomas,CEE,Male,4.06,489
,,Felix Wong,CoB (NBS),Male,4.15,489
,,Cora Tsai,ADM,Female,3.96,489
,,Ashton Yang,WKW SCI,Male,4.06,489
,,Abigail Lee,EEE,Female,4.09,489
,,Karthik Nair,CoE,Male,4.06,490
,,Shazwan Bin Rahman,CoB (NBS),Male,4.15,490
,,Kamal Nair,ASE,Male,4.06,490
,,Romy Hughes,CoB (NBS),Female,4.04,490
,,Kaira Lim,CCDS,Female,4.01,490
,,Ian Alonzo,SBS,Male,4.06,491
,,Brendan James,CoB (NBS),Male,4.15,491
,,James Griffin,SoH,Male,4.06,491
,,Veda Chen,CoB (NBS),Female,3.96,491
,,Nadia Pineda,CEE,Female,4.09,491
,,Wu Bin,MAE,Male,4.06,492
,,Dylan Lewis,CoB (NBS),Male,4.15,492
,,Ulysses Mitchell,WKW SCI,Male,4.06,492
,,Hania Khan,SSS,Female,4.04,492
,,Emily Li,EEE,Female,4.01,492
,,Tyson Scott,SPMS,Male,4.06,493
,,Mohan Rao,CoB (NBS),Male,4.15,493
,,Jaxon Martin,CoB (NBS),Male,4.06,493
,,Anushka Desai,ADM,Female,3.96,493
,,Simran Jain,EEE,Female,4.09,493
,,Wei Jie,CCDS,Male,4.06,494
,,Christopher Morris,CoB (NBS),Male,4.15,494
,,Marcus Chen,NIE,Male,4.06,494
,,Uma Dela Cruz,CoB (NBS),Female,3.96,494
,,Selena Liu,MAE,Female,4.09,494
,,Rhea Kapoor,MAE,Female,4.0,495
,,Dante Li,CCEB,Male,4.06,495
,,Alia Bin Zul,NIE,Male,4.15,495
,,Chao Xu,SoH,Male,4.06,495
,,Kira Chen,SSS,Female,4.04,495
,,Vivi Dwi,CoB (NBS),Female,3.95,496
,,Raghav Singh,SSS,Male,4.15,496
,,Zhang Lian,CEE,Male,4.06,496
,,Hector Mendoza,SSS,Male,4.06,496
,,Amara Tan,MSE,Female,4.09,496
,,Wani Binti Jalil,MAE,Female,4.0,497
,,Tian Yu,CoB (NBS),Male,4.15,497
,,Daniel Wu,CoE,Male,4.06,497
,,Ryan Baker,ASE,Male,4.06,497
,,Ying Wu,SSS,Female,4.04,497
,,Anjali Kumar,SSS,Female,3.95,498
,,Quentin Chiu,SPMS,Male,4.06,498
,,Keng Tan,CoB (NBS),Male,4.15,498
,,Zeeshan Iqbal,WKW SCI,Male,4.06,498
,,Lola Bennett,MAE,Female,4.09,498
,,Anaya Singh,EEE,Female,4.0,499
,,James Tan,ASE,Male,4.06,499
,,Rishabh Sharma,CoE,Male,4.06,499
,,Ryder Li,SoH,Male,4.15,499
,,Layla Wu,CoB (NBS),Female,4.04,499
,,Fitri Binti Mohd,CCDS,Female,4.0,500
,,Ryan Edwards,SSS,Male,4.06,500
,,Jett Wu,MSE,Male,4.06,500
,,Jin Xiu Lim,CoB (NBS),Male,4.15,500
,,Laila Ali,WKW SCI,Female,4.04,500
,,Cheryl Ong,CCEB,Female,4.0,501
,,Lorenzo Wu,CoB (NBS),Male,4.06,501
,,Silas Tan,SBS,Male,4.06,501
,,Alexander Black,ASE,Male,4.15,501
,,Dara Cheng,ASE,Female,4.04,501
,,Lana Tan,CCDS,Female,4.0,502
,,Jaxon Lee,WKW SCI,Male,4.06,502
,,Arjun Sharma,CCDS,Male,4.06,502
,,Yogi Setiawan,ASE,Male,4.15,502
,,Wang Yu,SPMS,Female,4.09,502
,,Zulaikha Binti Rahman,CCEB,Female,4.0,503
,,Noah Gray,CoB (NBS),Male,4.06,503
,,Tariq Bin Ali,ADM,Male,4.15,503
,,Gavin White,MSE,Male,4.06,503
,,Diana Li,SoH,Female,4.04,503
,,Zhen Zhang,CoB (NBS),Male,4.06,504
,,Maya Devi,EEE,Female,4.0,504
,,Isaac Koh,SoH,Male,4.15,504
,,Dmitry Grigoriev,EEE,Male,4.06,504
,,Alya Rahman,EEE,Female,4.09,504
,,Hansel Bautista,SSS,Male,4.06,505
,,Xuefeng,CCEB,Female,4.0,505
,,Rafael Mendoza,CoB (NBS),Male,4.15,505
,,Lucas White,SPMS,Male,4.06,505
,,Hina Iqbal,CoB (NBS),Female,4.04,505
,,Rhys Tan,WKW SCI,Male,4.06,506
,,Alison Wong,CCDS,Female,4.0,506
,,Fikri Bin Ali,CoB (NBS),Male,4.15,506
,,Benjamin White,EEE,Male,4.06,506
,,Meena Bhatia,SoH,Female,4.04,506
,,Hunter Wilson,LKCMedicine,Male,4.06,507
,,Lian Liu,MAE,Female,4.0,507
